Brand,Model,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Mercedes-Benz,GLS 350,99000,crossover,0,3,Diesel,yes,2016
Audi,A3,3100,hatch,114,1.6,Petrol,no,2001
Mitsubishi,Lancer X,6999,sedan,113,1.5,Petrol,yes,2007
Toyota,Camry,13900,sedan,102,3.5,Gas,yes,2008
Mercedes-Benz,GL 350,68500,crossover,68,3,Diesel,yes,2014
Mercedes-Benz,Vito,11800,van,148,2.2,Diesel,yes,2010
Mercedes-Benz,G 350,115555,crossover,39,3,Diesel,yes,2015
Audi,A8,21000,sedan,210,4.2,Petrol,yes,2009
Mercedes-Benz,A 170,3150,vagon,220,1.7,Other,no,2001
Volkswagen,Caddy,NA,van,158,1.6,Diesel,yes,2012
Audi,A4,1950,vagon,300,1.8,Petrol,no,1999
Mitsubishi,Pajero Sport,12500,crossover,120,2.5,Diesel,yes,2007
Mitsubishi,L 400,5999,van,258,NA,Diesel,yes,1999
Volkswagen,Passat B5,3100,sedan,232,1.9,Diesel,no,2001
Toyota,Land Cruiser 100,19800,crossover,252,4.2,Diesel,yes,2002
Audi,A6,4200,sedan,236,2.5,Diesel,no,2003
Audi,A4,2100,vagon,230,1.9,Diesel,no,2000
BMW,530,32500,vagon,162,3,Diesel,yes,2012
Audi,A6,15500,vagon,180,2,Diesel,yes,2007
Mercedes-Benz,E-Class,11500,sedan,224,2.6,Gas,yes,2003
Audi,80,3000,sedan,265,1.8,Petrol,yes,1988
BMW,528,4550,sedan,200,2.8,Petrol,no,1997
BMW,545,18777,sedan,134,4.4,Petrol,yes,2005
Audi,Q7,19700,crossover,172,3.6,Petrol,yes,2007
Renault,Megane,10950,vagon,180,1.5,Diesel,yes,2011
Volkswagen,Caddy,9600,other,128,1.9,Diesel,yes,2010
Renault,Sandero,6700,hatch,96,1.4,Petrol,yes,2010
Audi,80,2411,sedan,240,1.6,Other,yes,1987
BMW,X1,23500,crossover,74,2,Petrol,yes,2010
Volkswagen,Passat B6,9000,sedan,59,2,Petrol,no,2010
Volkswagen,Passat CC,38764,sedan,0,2,Diesel,yes,2014
Volkswagen,T4 (Transporter),5500,van,380,2.4,Diesel,yes,1999
Mercedes-Benz,E-Class,11800,sedan,150,2.2,Diesel,yes,2004
Toyota,Land Cruiser Prado,52500,crossover,43,3,Other,yes,2014
Audi,A6,31500,sedan,80,2,Petrol,yes,2013
Volkswagen,Amarok,22800,other,161,2,Diesel,yes,2011
BMW,325,21000,other,130,2.5,Petrol,yes,2006
Mercedes-Benz,E-Class,9200,sedan,172,2.8,Petrol,yes,1997
Mercedes-Benz,E-Class,9900,sedan,320,2.7,Diesel,yes,2001
Volkswagen,Jetta,1500,sedan,265,1.8,Petrol,yes,1988
BMW,750,2850,sedan,386,5,Gas,yes,1988
Volkswagen,Eos,19999,other,48,2,Diesel,yes,2012
BMW,728,7000,sedan,338,NA,Petrol,yes,1997
Volkswagen,Golf VI,11250,other,159,1.4,Petrol,yes,2010
Mitsubishi,Pajero Sport,46000,crossover,0,2.4,Diesel,yes,2016
Volkswagen,T5 (Transporter),18300,van,1,2.2,Diesel,yes,2013
BMW,520,42900,sedan,2,2,Petrol,yes,2016
BMW,X5,18400,crossover,256,3,Diesel,yes,2006
BMW,318,12900,sedan,121,2,Petrol,yes,2007
Toyota,Land Cruiser 200,37600,crossover,126,4.7,Petrol,yes,2008
BMW,520,46000,sedan,5,2,Petrol,yes,2016
Volkswagen,Caddy,3200,other,650,1.9,Diesel,yes,1999
BMW,520,6500,vagon,377,2,Gas,yes,1998
Volkswagen,Multivan,55555,van,53,2,Diesel,yes,2013
Mitsubishi,Lancer,6900,sedan,190,1.6,Gas,yes,2007
Mercedes-Benz,ML 63 AMG,104000,crossover,16,5.5,Petrol,yes,2015
Mitsubishi,Space Star,5200,van,200,1.6,Petrol,yes,2003
Mitsubishi,Lancer,8400,sedan,147,2,Petrol,yes,2007
Volkswagen,Golf III,1450,hatch,200,1.8,Gas,no,1992
Volkswagen,T5 (Transporter),13700,other,103,2,Diesel,yes,2013
Toyota,Avensis,18950,sedan,45,1.8,Petrol,yes,2014
Mercedes-Benz,Sprinter 313,13000,other,247,2.2,Diesel,yes,2012
Mitsubishi,Outlander,19800,crossover,67,2,Gas,yes,2013
Mercedes-Benz,E-Class,22500,sedan,213,2.2,Diesel,yes,2012
BMW,760,19500,sedan,190,6,Petrol,yes,2004
Volkswagen,Passat B6,NA,other,67,1.8,Other,yes,2008
Mercedes-Benz,E-Class,6100,sedan,300,3.2,Diesel,no,2004
Volkswagen,Passat B7,19000,sedan,109,1.8,Petrol,yes,2012
Mercedes-Benz,Vito,3799,van,350,2.2,Diesel,yes,2000
BMW,525,8900,sedan,250,2.5,Diesel,yes,2001
Volkswagen,T5 (Transporter),8000,van,350,1.9,Diesel,yes,2004
BMW,330,4500,sedan,300,3,Diesel,yes,2000
Volkswagen,LT,2600,van,10,2.4,Diesel,yes,1988
Mercedes-Benz,B-Class Electric Drive,31669,hatch,2,NA,Other,yes,2015
BMW,525,4300,sedan,240,2.5,Diesel,no,2002
Mercedes-Benz,GL 350,82555,crossover,69,3,Diesel,yes,2014
BMW,I3,31000,vagon,15,NA,Other,yes,2015
Renault,Master,10000,other,214,2.5,Diesel,yes,2008
Audi,Q7,56000,crossover,44,3,Diesel,yes,2014
BMW,730,21700,sedan,259,3,Diesel,yes,2007
BMW,X6 M,89999,crossover,17,4.4,Petrol,yes,2015
Mitsubishi,Lancer X,9200,sedan,92,2,Petrol,yes,2010
Audi,A6,21700,sedan,167,3,Petrol,yes,2009
Mercedes-Benz,ML 550,27300,crossover,149,5.46,Petrol,yes,2009
Volkswagen,T5 (Transporter),15200,van,132,2.5,Diesel,yes,2009
Volkswagen,Caddy,9800,van,86,1.2,Petrol,yes,2013
Mercedes-Benz,E-Class,14500,vagon,178,3,Diesel,yes,2006
Renault,Megane,7800,vagon,120,1.5,Diesel,yes,2008
Mercedes-Benz,E-Class,15250,sedan,210,2.2,Diesel,yes,2006
Audi,A6,13500,sedan,196,2.4,Petrol,yes,2005
Audi,Q7,23333,other,150,4.2,Petrol,yes,2007
Mercedes-Benz,CLC 180,18800,other,90,1.8,Petrol,yes,2008
Mitsubishi,Lancer,6700,sedan,193,1.6,Petrol,yes,2005
Toyota,Rav 4,8200,crossover,212,2,Gas,yes,2003
Volkswagen,Passat B4,1650,sedan,210,1.8,Petrol,no,1998
Audi,Q7,49500,crossover,44,3,Diesel,yes,2013
Volkswagen,Jetta,22900,sedan,48,2,Petrol,yes,2013
Volkswagen,Caddy,10300,hatch,110,1.9,Diesel,yes,2008
Toyota,Camry,12500,sedan,175,2.4,Petrol,yes,2007
Mitsubishi,Lancer,6800,sedan,170,1.6,Petrol,yes,2004
BMW,318,33500,sedan,1,1.5,Petrol,yes,2015
Toyota,Auris,20711.25,vagon,0,1.6,Petrol,yes,2016
Volkswagen,Passat B4,1499,sedan,220,2,Gas,no,1995
Volkswagen,Golf GTI,18900,hatch,56,2,Petrol,yes,2012
BMW,X5,67500,crossover,1,2,Diesel,yes,2016
BMW,X1,52000,crossover,7,2,Diesel,yes,2015
Volkswagen,T5 (Transporter),17777,van,250,2,Diesel,yes,2010
Toyota,FJ Cruiser,33333,vagon,73,4,Gas,yes,2009
Mercedes-Benz,E-Class,3200,sedan,390,2.3,Gas,yes,1985
Audi,Q7,88888,crossover,0,3,Diesel,yes,2015
Renault,Trafic,7450,other,208,1.9,Other,yes,2004
Mercedes-Benz,GL 450,31990,crossover,95,4.7,Petrol,yes,2010
BMW,530,14200,sedan,263,3,Petrol,yes,2004
Renault,Scenic,6300,vagon,202,1.5,Diesel,yes,2005
Renault,Kangoo,4350,van,188,1.5,Diesel,yes,2004
Renault,Megane,11100,vagon,155,1.5,Diesel,yes,2012
Volkswagen,Passat B4,6300,vagon,132,2.8,Gas,yes,1995
Renault,Kangoo,3300,van,256,1.5,Diesel,yes,2005
Mercedes-Benz,C-Class,7450,sedan,300,2,Gas,yes,2000
Mitsubishi,Carisma,1850,sedan,145,1.6,Petrol,no,1997
Mercedes-Benz,Sprinter 313,14000,other,360,2.2,Diesel,yes,2005
Renault,Master,12850,other,226,2.3,Diesel,yes,2012
Toyota,Auris,18300,hatch,30,1.6,Petrol,yes,2014
Volkswagen,Passat B7,14700,sedan,97,1.4,Gas,yes,2012
Volkswagen,Passat B5,3000,sedan,250,2.8,Gas,no,2002
Mercedes-Benz,S 400,12999,sedan,247,4,Diesel,yes,2003
Mercedes-Benz,Vito,11850,van,177,2.2,Diesel,yes,2011
Volkswagen,Passat B7,19500,sedan,128,1.8,Petrol,yes,2013
Mercedes-Benz,E-Class,20200,sedan,69,2,Petrol,yes,2010
Renault,Megane,5899,vagon,189,NA,Diesel,no,2012
Volkswagen,Passat B6,12000,sedan,186,3.2,Petrol,yes,2006
Mercedes-Benz,B 180,17800,van,162,1.8,Diesel,yes,2012
Toyota,Land Cruiser Prado,16800,crossover,154,2.7,Petrol,yes,2005
Mercedes-Benz,Sprinter 313,10600,van,250,2.2,Diesel,yes,2006
Mercedes-Benz,GLS 350,114999,crossover,0,3,Diesel,yes,2016
Renault,Kangoo,4700,hatch,124,1.5,Diesel,yes,2003
Mercedes-Benz,ML 500,20000,crossover,251,5,Gas,yes,2002
Mercedes-Benz,GLE-Class,104999,crossover,1,3,Diesel,yes,2016
Mercedes-Benz,S 400,9000,sedan,198,4,Diesel,yes,2002
BMW,X6,36300,crossover,83,3.5,Petrol,yes,2010
Toyota,Rav 4,19400,crossover,88,2,Petrol,yes,2011
Mercedes-Benz,C-Class,7700,sedan,230,2,Petrol,yes,2001
Mitsubishi,L 200,17500,other,69,2.5,Diesel,yes,2011
BMW,520,31000,sedan,100,2,Petrol,yes,2012
Toyota,Land Cruiser Prado,33715.5,crossover,1,2.7,Petrol,yes,2015
BMW,530,13500,sedan,233,3,Diesel,yes,2003
Renault,Trafic,4900,van,150,2,Diesel,yes,2007
Mercedes-Benz,Vito,7700,sedan,340,2.2,Diesel,yes,2002
Renault,Megane,10900,vagon,175,1.5,Diesel,yes,2012
BMW,525,2200,sedan,303,2.5,Diesel,no,1999
BMW,530,7200,sedan,270,3,Diesel,no,2004
BMW,325,20500,other,114,NA,Other,yes,2008
Toyota,Auris,9150,hatch,87,1.6,Petrol,yes,2008
BMW,328,5900,sedan,10,2.8,Petrol,yes,1989
Mitsubishi,Carisma,4800,hatch,206,1.6,Gas,yes,2001
Volkswagen,Passat B4,1500,vagon,200,1.8,Gas,yes,1996
Volkswagen,Polo,9500,hatch,62,1.2,Diesel,yes,2011
Mercedes-Benz,Vito,3500,van,395,2.3,Diesel,no,1997
Volkswagen,Vento,3650,sedan,300,1.8,Petrol,yes,1996
Mercedes-Benz,GL 350,63000,crossover,160,3,Diesel,yes,2013
Volkswagen,Caddy,6600,van,240,1.9,Diesel,yes,2008
Toyota,Land Cruiser 200,36000,crossover,940,NA,Other,yes,2009
Toyota,Avensis,10200,sedan,185,1.8,Petrol,yes,2007
Volkswagen,Scirocco,19995,hatch,68,1.4,Petrol,yes,2013
Mitsubishi,Lancer X,9800,sedan,56,1.5,Petrol,yes,2011
Mercedes-Benz,S 600,11200,sedan,198,6,Petrol,yes,2004
Volkswagen,Touareg,18000,crossover,117,2.5,Diesel,yes,2006
Mitsubishi,Outlander,28500,crossover,0,2,Petrol,yes,2016
Mitsubishi,Lancer X,9800,sedan,81,2,Petrol,yes,2009
BMW,328,33000,sedan,60,NA,Petrol,yes,2012
Audi,A6,3900,sedan,247,2.5,Diesel,no,2003
Mitsubishi,Outlander,22711.65,crossover,1,2,Petrol,yes,2016
BMW,523,6500,sedan,298,2.5,Petrol,yes,1998
Volkswagen,Golf IV,4999,hatch,300,1.9,Diesel,yes,1999
Renault,Scenic,9100,vagon,176,1.5,Diesel,yes,2011
Mercedes-Benz,220,11000,sedan,319,2.2,Diesel,yes,2003
Volkswagen,Golf V,7200,hatch,159,1.6,Petrol,yes,2007
Mercedes-Benz,Vito,10900,van,191,2.2,Diesel,yes,2007
Volkswagen,Phaeton,35000,sedan,74,4.2,Gas,yes,2011
Mitsubishi,Galant,11500,sedan,134,2.4,Petrol,yes,2009
Mercedes-Benz,Vito,9999,van,154,2.2,Diesel,yes,2007
Audi,A8,NA,sedan,300,2.5,Diesel,no,2001
Renault,Kangoo,4400,other,220,1.5,Diesel,yes,2004
Mitsubishi,Carisma,4000,hatch,367,1.6,Gas,yes,1997
Audi,A5,29999,other,90,3,Petrol,yes,2011
Volkswagen,Caddy,14800,van,65,1.6,Diesel,yes,2012
Mitsubishi,Pajero Sport,5500,crossover,30,2.5,Diesel,yes,2014
BMW,520,39333,sedan,6,2,Petrol,yes,2016
Mitsubishi,Pajero Wagon,17000,crossover,215,3.8,Petrol,yes,2006
Toyota,Camry,20900,sedan,18,2.5,Other,yes,2013
BMW,520,15000,sedan,137,2.2,Petrol,yes,2004
Volkswagen,Golf IV,1850,other,200,1.6,Petrol,no,1999
Renault,Sandero,6900,hatch,47,1.4,Petrol,yes,2012
Volkswagen,Passat B6,11990,sedan,245,2,Diesel,yes,2007
Mercedes-Benz,Viano,41000,van,55,3,Diesel,yes,2011
BMW,520,42000,sedan,5,2,Petrol,yes,2016
Renault,Kangoo,7700,van,128,1.5,Diesel,yes,2012
Volkswagen,T4 (Transporter),7750,van,265,1.9,Diesel,yes,2002
Toyota,Corolla,10100,other,83,1.6,Other,yes,2008
Renault,Kangoo,7500,van,128,1.5,Diesel,yes,2009
BMW,525,2700,sedan,220,2.5,Petrol,no,2002
Mercedes-Benz,CL 63 AMG,74900,other,32,6.3,Petrol,yes,2007
Renault,Scenic,800,van,200,1.9,Diesel,no,1997
Mitsubishi,Pajero Wagon,17900,crossover,89,3.8,Gas,yes,2008
Audi,A6 Allroad,29000,vagon,213,3,Diesel,yes,2010
BMW,X5,17100,crossover,188,3,Diesel,yes,2004
Volkswagen,Touareg,33500,crossover,98,NA,Petrol,yes,2013
Mercedes-Benz,E-Class,1600,sedan,338,3,Diesel,no,1991
Mercedes-Benz,S 430,11777,other,300,4.3,Gas,yes,2001
BMW,523,6699,sedan,299,2.2,Petrol,yes,2001
BMW,530,3900,vagon,240,3,Diesel,no,2001
Volkswagen,Bora,6500,sedan,212,1.6,Petrol,yes,2003
BMW,535,51500,hatch,77,3,Petrol,yes,2012
Renault,Megane,6500,vagon,186,1.5,Diesel,yes,2004
BMW,320,10800,other,191,2.2,Petrol,yes,2002
Audi,A4,2450,vagon,240,2.5,Diesel,no,2000
Volkswagen,T5 (Transporter),NA,van,207,2,Diesel,yes,2012
Toyota,Rav 4,28800,crossover,29,2.2,Diesel,yes,2015
Volkswagen,Touareg,6900,crossover,258,2.5,Diesel,no,2004
Toyota,Land Cruiser 200,47700,crossover,810,4.7,Gas,yes,2010
Volkswagen,Caddy,12700,van,75,1.2,Petrol,yes,2012
Toyota,Aygo,7900,hatch,56,1,Gas,yes,2011
BMW,520,18000,sedan,180,2,Other,no,2011
BMW,520,8899,sedan,170,2.2,Petrol,yes,2001
Mercedes-Benz,C-Class,57000,other,0,1.6,Petrol,yes,2016
Mercedes-Benz,210,2100,sedan,535,2.2,Diesel,yes,1995
Audi,A8,10900,sedan,199,3,Petrol,yes,2004
Toyota,Land Cruiser Prado,42500,crossover,50,3,Diesel,yes,2012
BMW,X6,51900,crossover,106,3,Diesel,yes,2012
Renault,Kangoo,3300,van,345,1.9,Diesel,yes,2001
Mercedes-Benz,S 500,187555,other,0,4.7,Petrol,yes,2016
Mercedes-Benz,CLS 350,16555,sedan,159,3.5,Gas,yes,2006
Mercedes-Benz,Vito,7000,van,197,2.2,Diesel,yes,2002
Mercedes-Benz,E-Class,9300,sedan,342,2.6,Petrol,yes,2003
Audi,A4,11500,sedan,85,1.8,Petrol,yes,2007
Mercedes-Benz,ML 320,8000,crossover,314,99.99,Gas,yes,2000
Toyota,Auris,16672.5,hatch,1,1.6,Petrol,yes,2016
Volkswagen,Touareg,37990,crossover,140,3,Diesel,yes,2012
Mercedes-Benz,C-Class,2400,sedan,1,2,Petrol,no,2001
Mercedes-Benz,G 63 AMG,219900,crossover,33,5.5,Petrol,yes,2013
Renault,Kangoo,7150,van,142,1.5,Diesel,yes,2012
Toyota,Rav 4,5000,crossover,289,2,Diesel,no,2003
Mercedes-Benz,E-Class,7700,sedan,390,3,Diesel,no,2007
Mercedes-Benz,ML 320,28500,crossover,190,3.2,Diesel,yes,2008
Toyota,Land Cruiser 200,61000,crossover,100,4.5,Diesel,yes,2013
Toyota,Rav 4,14700,vagon,98,2,Gas,yes,2008
Toyota,Auris,NA,hatch,28,1.6,Petrol,yes,2014
Volkswagen,Phaeton,21900,sedan,107,3,Diesel,yes,2009
Audi,A6 Allroad,53700,crossover,67,3,Petrol,yes,2013
Volkswagen,Touareg,19200,crossover,155,2.5,Diesel,yes,2008
Audi,A6,18700,sedan,136,2,Diesel,yes,2009
Audi,A6,9600,vagon,230,2.5,Diesel,yes,2004
Volkswagen,Multivan,10500,van,312,2.5,Diesel,yes,1998
BMW,750,77777,sedan,8,4.4,Petrol,yes,2014
Volkswagen,Touareg,18200,crossover,179,2.5,Diesel,yes,2007
Audi,A8,52000,other,124,3,Diesel,yes,2012
BMW,318,13700,sedan,122,2,Petrol,yes,2007
BMW,530,15000,vagon,245,3,Gas,yes,2006
Mitsubishi,Lancer,6400,sedan,127,1.6,Petrol,yes,2006
Toyota,Land Cruiser 200,54000,crossover,147,4.5,Diesel,yes,2011
Toyota,Camry,23700,sedan,100,2.5,Gas,yes,2014
Volkswagen,Golf Plus,13950,hatch,104,1.2,Petrol,yes,2012
Toyota,Land Cruiser Prado,23200,crossover,160,4,Petrol,yes,2008
Audi,A6,2750,sedan,450,2.5,Diesel,no,1999
Audi,Q7,89999,crossover,0,3,Diesel,yes,2015
BMW,320,NA,sedan,65,2,Petrol,yes,2012
BMW,X5,21700,crossover,125,3,Petrol,yes,2007
Mercedes-Benz,V 250,NA,van,12,2.2,Diesel,yes,2015
Toyota,Land Cruiser 80,16500,crossover,328,4.2,Diesel,yes,1993
BMW,X5,15000,crossover,85,4.8,Petrol,no,2010
Mercedes-Benz,ML 350,61500,crossover,16,3,Diesel,yes,2013
BMW,320,1700,sedan,200,2,Diesel,no,2003
BMW,520,8500,sedan,352,2.17,Petrol,yes,2001
Toyota,Camry,9999,sedan,250,2.4,Petrol,yes,2003
Audi,A6,3300,vagon,300,2.5,Diesel,no,1999
Volkswagen,Passat CC,19900,other,112,2,Petrol,yes,2012
Renault,Laguna,11300,vagon,160,1.5,Diesel,yes,2011
Toyota,Camry,14900,sedan,149,3.5,Gas,yes,2008
Toyota,Land Cruiser 200,39000,crossover,88,4.5,Diesel,yes,2009
Mercedes-Benz,S 500,69900,sedan,76,6,Petrol,yes,2010
BMW,X6,72900,crossover,16,3,Diesel,yes,2015
Renault,Megane,10500,vagon,185,1.5,Diesel,yes,2011
Mercedes-Benz,S 550,NA,sedan,23,5.5,Petrol,yes,2011
Renault,Megane,13900,vagon,89,1.5,Diesel,yes,2013
Renault,Kangoo,6800,van,131,1.5,Diesel,yes,2013
Mercedes-Benz,Vito,8500,van,270,2.2,Diesel,yes,2004
Volkswagen,Caddy,7600,van,158,2,Diesel,yes,2009
Toyota,Tundra,30950,other,45,4.6,Petrol,yes,2013
Audi,100,3990,sedan,413,2.6,Gas,yes,1993
Audi,A8,68500,sedan,44,6.3,Petrol,yes,2012
Audi,A5,33500,sedan,42,2,Petrol,yes,2013
BMW,740,11500,sedan,193,4.4,Petrol,yes,2000
Toyota,Land Cruiser Prado,24999,crossover,153,4,Petrol,yes,2007
Audi,A4,1850,sedan,250,2.5,Diesel,no,1999
Mercedes-Benz,ML 250,29500,crossover,55,2.2,Diesel,no,2013
Mercedes-Benz,CLS 500,57000,sedan,43,4.7,Petrol,yes,2012
Audi,A5,30900,hatch,195,3,Diesel,yes,2010
Toyota,Rav 4,7000,crossover,150,2,Petrol,yes,2000
Volkswagen,Caddy,8950,van,170,1.6,Diesel,yes,2013
Mitsubishi,L 200,2500,crossover,1,2.5,Diesel,yes,2007
Renault,Megane,8350,other,141,1.5,Other,yes,2012
BMW,530,11400,sedan,206,3,Petrol,yes,2003
Renault,Trafic,6200,van,322,NA,Diesel,yes,2001
Volkswagen,Passat B5,2600,sedan,280,2.5,Diesel,no,2000
Mercedes-Benz,C-Class,7450,sedan,219,2,Petrol,yes,2000
Audi,A6,9499,sedan,255,2.5,Diesel,yes,2002
Toyota,Camry,14900,sedan,106,2.4,Petrol,yes,2008
Volkswagen,Caravelle,8200,van,265,2.5,Diesel,no,2007
Mercedes-Benz,S 320,12500,sedan,208,3.2,Diesel,yes,2004
Toyota,Camry,14500,sedan,127,2.4,Gas,yes,2008
BMW,X6,41000,crossover,80,3,Petrol,yes,2012
Volkswagen,Polo,12000,sedan,73,1.6,Gas,yes,2011
Mercedes-Benz,E-Class,5600,sedan,230,2.7,Diesel,no,2005
Mercedes-Benz,CLK 320,5200,other,220,3.2,Petrol,no,2004
BMW,530,2999,sedan,299,NA,Diesel,no,2000
Mitsubishi,Lancer X,9200,sedan,48,1.5,Petrol,yes,2008
Toyota,Land Cruiser Prado,25999,other,108,4,Petrol,yes,2008
BMW,328,6300,sedan,241,2.8,Gas,yes,1995
Mercedes-Benz,S 350,116500,sedan,25,3,Diesel,yes,2015
BMW,320,15500,sedan,216,2,Diesel,yes,2008
Toyota,Land Cruiser Prado,17500,crossover,168,4,Gas,yes,2004
Volkswagen,Jetta,9999,sedan,182,1.6,Petrol,yes,2006
Toyota,Camry,NA,sedan,15,2.5,Petrol,yes,2015
BMW,X5 M,34600,crossover,163,5,Petrol,yes,2011
Renault,25,1185.6,hatch,160,2,Petrol,yes,1987
Mercedes-Benz,S 500,20500,sedan,222,5.5,Petrol,yes,2006
Renault,Trafic,10900,van,138,2,Diesel,yes,2012
Volkswagen,Golf V,7800,hatch,230,1.6,Petrol,yes,2004
Audi,A6,3900,vagon,232,2.5,Diesel,no,2003
Toyota,Rav 4,15500,crossover,120,2,Petrol,yes,2008
Audi,Q7,48000,crossover,126,3,Diesel,yes,2013
Mercedes-Benz,Vito,12800,van,193,2.2,Other,yes,2011
Toyota,Land Cruiser 100,14900,crossover,288,4.7,Gas,yes,2000
Mercedes-Benz,A 170,1990,hatch,230,1.7,Other,no,2001
Mitsubishi,Lancer X,9800,sedan,148,2,Gas,yes,2008
BMW,324,2200,sedan,460,2.4,Diesel,yes,1988
Mercedes-Benz,E-Class,8700,sedan,290,2.7,Diesel,yes,1999
Renault,Kangoo,3450,van,196,1.9,Diesel,yes,2001
Mercedes-Benz,Sprinter 313,22000,van,236,2.2,Diesel,yes,2012
Mercedes-Benz,E-Class,6500,other,315,2,Petrol,yes,1996
Mitsubishi,Outlander XL,12999,crossover,111,3,Gas,yes,2008
Volkswagen,Jetta,21500,sedan,2,1.6,Diesel,yes,2016
BMW,528,2750,vagon,254,2.8,Gas,no,1997
Mitsubishi,Pajero Wagon,23000,crossover,125,3,Gas,yes,2008
Volkswagen,T5 (Transporter),NA,van,165,2,Diesel,yes,2013
BMW,730,8200,sedan,368,3,Diesel,yes,2000
BMW,X6,32900,crossover,90,3,Petrol,yes,2008
Mercedes-Benz,C-Class,13600,sedan,115,NA,Petrol,yes,2007
Toyota,Camry,22000,sedan,73,3.5,Petrol,yes,2010
Mitsubishi,Galant,2800,other,290,2,Petrol,yes,1990
Mercedes-Benz,Vito,12999,van,130,2.2,Diesel,yes,2012
Toyota,Camry,32000,sedan,22,2.5,Petrol,yes,2015
Toyota,Land Cruiser 200,99999,crossover,0,4.5,Petrol,yes,2016
Renault,Master,6950,van,310,2.5,Diesel,yes,2005
Renault,Megane,10500,hatch,148,1.5,Diesel,yes,2012
BMW,528,6899,vagon,320,2.8,Gas,yes,1997
Mercedes-Benz,S 420,6200,sedan,450,4.2,Gas,yes,1997
Toyota,Land Cruiser 200,65000,other,60,4.5,Diesel,yes,2013
Mercedes-Benz,Sprinter 313,13900,other,272,2.2,Diesel,yes,2005
Renault,Scenic,5800,van,217,2,Gas,yes,2003
BMW,528,28700,other,160,3,Petrol,yes,2011
BMW,X5,16700,crossover,260,4.4,Petrol,yes,2003
Volkswagen,Phaeton,18500,sedan,217,3,Diesel,yes,2006
Renault,Kangoo,3999,other,227,1.4,Gas,yes,2005
Renault,Trafic,8800,van,200,1.9,Diesel,yes,2005
Mercedes-Benz,Sprinter 313,14500,van,205,2.2,Diesel,yes,2012
BMW,320,8900,sedan,240,2,Diesel,yes,2001
Volkswagen,T2 (Transporter),1300,other,10,1.6,Diesel,yes,1984
BMW,X5,NA,crossover,36,3,Diesel,yes,2013
Renault,Kangoo,8550,van,160,1.5,Diesel,yes,2014
Mercedes-Benz,S 140,10900,sedan,160,3,Diesel,yes,1996
BMW,X3,48535.5,crossover,0,2,Diesel,yes,2016
BMW,X5,25000,crossover,130,3,Diesel,yes,2012
BMW,X6,NA,crossover,1,3,Diesel,yes,2016
Mitsubishi,Lancer,7000,sedan,99,1.6,Petrol,yes,2005
BMW,520,5500,sedan,402,2,Petrol,yes,1988
Mercedes-Benz,CLK 230,2800,other,220,2.3,Petrol,no,2000
Mercedes-Benz,GLS 350,86000,crossover,3,3,Diesel,yes,2016
Volkswagen,Caddy,9555,van,152,1.6,Diesel,yes,2012
Renault,Kangoo,7200,van,1,1.5,Diesel,yes,2012
Mercedes-Benz,Vito,7700,van,300,2.2,Other,yes,2004
BMW,X5,75000,crossover,20,3,Diesel,yes,2014
Volkswagen,Golf V,8650,hatch,150,1.4,Petrol,yes,2008
Toyota,Avensis,10700,sedan,109,1.8,Petrol,yes,2007
Volkswagen,T4 (Transporter),6300,van,1,2.5,Diesel,yes,2000
Toyota,Camry,13900,sedan,102,3.5,Gas,yes,2008
Audi,A6,3150,vagon,310,2.5,Diesel,no,1999
Volkswagen,T4 (Transporter),7500,other,360,2.5,Diesel,yes,2001
Volkswagen,Bora,6550,sedan,150,1.6,Petrol,yes,2001
BMW,520,7100,sedan,313,2,Gas,yes,1997
Volkswagen,Passat B3,3700,sedan,370,2,Gas,yes,1992
Toyota,Camry,20999,sedan,77,2.5,Gas,yes,2012
Renault,Scenic,6750,vagon,1,1.5,Diesel,yes,2004
Mercedes-Benz,S 140,8400,other,457,5,Gas,yes,1996
Toyota,Land Cruiser 200,103999,crossover,0,4.5,Diesel,yes,2016
Mercedes-Benz,E-Class,5200,sedan,432,3,Diesel,yes,1992
BMW,730,51000,sedan,97,3,Diesel,yes,2011
Toyota,Venza,27400,crossover,52,3.5,Gas,yes,2012
Toyota,Rav 4,12500,crossover,201,2,Petrol,yes,2006
Mercedes-Benz,E-Class,24800,vagon,118,3,Diesel,yes,2010
Volkswagen,Passat B6,10600,sedan,118,1.8,Petrol,yes,2008
Mitsubishi,Eclipse,8900,other,150,3,Petrol,yes,2000
Renault,Kangoo,7200,van,101,1.5,Diesel,yes,2012
BMW,540,10000,sedan,274,4.4,Gas,yes,1998
Toyota,Rav 4,11700,crossover,126,2.4,Gas,yes,2008
BMW,640,64999,sedan,15,3,Petrol,yes,2012
Toyota,Highlander,28900,crossover,83,3.5,Gas,yes,2012
BMW,X5,60500,crossover,1,2,Diesel,yes,2016
Renault,Megane,5500,sedan,153,1.6,Other,yes,2006
BMW,X6,85900,crossover,19,3,Diesel,yes,2015
BMW,M5,49000,vagon,56,5,Petrol,yes,2007
Audi,Q7,22999,crossover,125,4.2,Petrol,yes,2008
Mercedes-Benz,E-Class,22900,sedan,197,2.2,Diesel,yes,2010
BMW,6 Series Gran Coupe,85555,sedan,10,3,Other,yes,2015
Mercedes-Benz,ML 250,30000,crossover,97,2.14,Diesel,yes,2011
BMW,316,2600,sedan,250,1.6,Petrol,yes,1996
